Capital Float,https://www.linkedin.com/company/capital-float
Carwow,https://www.linkedin.com/company/carwow
Stash,https://www.linkedin.com/company/stashinvest
Move Guides,https://www.linkedin.com/company/move-guides
Cohesity,https://www.linkedin.com/company/cohesity
Movinga,https://www.linkedin.com/company/movinga-gmbh
Leanplum,https://www.linkedin.com/company/leanplum
Forter,https://www.linkedin.com/company/forter
MemSQL,https://www.linkedin.com/company/memsql
Fugue,https://www.linkedin.com/company/fugue-inc-
Brandwatch,https://www.linkedin.com/company/brandwatch
Mesosphere,https://www.linkedin.com/company/mesosphere
Cybereason,https://www.linkedin.com/company/cybereason
Xamarin,https://www.linkedin.com/company/xamarin
Deliveroo,https://www.linkedin.com/company/deliveroo
Kiip,https://www.linkedin.com/company/kiip
India?s BankBazaar,https://www.google.com/url?q=https://www.linkedin.com/company/bank_bazaar/careers&sa=U&ved=0ahUKEwiJ0-Pqj4XWAhVlylQKHfmjB60QFggcMAE&usg=AFQjCNEfg5HNmGiXnYrkyO3jUio5-NDTWA
Fractyl Labs,https://www.linkedin.com/company/fractyl-laboratories-inc-
Zenoss,https://www.linkedin.com/company/zenoss-inc-
Appcelerator,https://www.linkedin.com/company/appcelerator
Babbel,https://www.linkedin.com/company/babbel-com
Houzz,https://www.linkedin.com/company/houzz
Edo,https://www.linkedin.com/company/edo
ClassPass,https://www.linkedin.com/company/classpass
eGym,https://www.linkedin.com/company/egym-gmbh
Pindrop,https://www.linkedin.com/company/pindrop
Euclid Analytics,https://www.linkedin.com/company/euclid
Placester,https://www.linkedin.com/company/placester-inc
Skyport,https://www.linkedin.com/company/skyport-companies
Magic Leap,https://www.linkedin.com/company/magic-leap-inc-
China Rapid Finance,https://www.linkedin.com/company/china-rapid-finance
Snowflake,https://www.linkedin.com/company/snowflake-computing
Coursera,https://www.linkedin.com/company/coursera
Scale Computing,https://www.linkedin.com/company/scale-computing
Rover,https://www.linkedin.com/company/rover-com
Carvana,https://www.linkedin.com/company/carvana
India?s FreeCharge,https://www.linkedin.com/company/freecharge-in
Zumbox,https://www.linkedin.com/company/zumbox
Conductor,https://www.linkedin.com/company/conductor-inc-
CareCloud,https://www.linkedin.com/company/carecloud
Spiceworks,https://www.linkedin.com/company/spiceworks
"Quora Wants To Stay Independent,",https://www.google.com/url?q=https://www.quora.com/Why-is-Microsoft-acquiring-LinkedIn-It%25E2%2580%2599s-a-ridiculously-overvalued-company-and-even-their-subsidiaries-aren%25E2%2580%2599t-so-great%23!n%3D36&sa=U&ved=0ahUKEwiv1MuBkYXWAhUIrVQKHWtPA_QQFggXMAE&usg=AFQjCNFrz1cdJ-jNTtmQ7mtbp7216D9drQ
Duolingo,https://www.linkedin.com/company/duolingo
ExtraHop,https://www.linkedin.com/company/extrahop-networks
Ostrovok,https://www.linkedin.com/company/ostrovok-ru
CloudBees,https://www.linkedin.com/company/cloudbees
2tor,https://www.linkedin.com/company/2u
BonitaSoft,https://www.linkedin.com/company/bonitasoft
PSafe,https://www.linkedin.com/company/psafe-tecnologia-s-a
thredUP,https://www.linkedin.com/company/thredup
WorldStores,https://www.linkedin.com/company/worldstores
Twitter,https://www.linkedin.com/company/twitter
rPath,https://www.linkedin.com/company/rpath
Snapchat,https://www.linkedin.com/company/snapchat
ToyTalk,https://www.linkedin.com/company/toytalk-inc-
KickApps Actually,https://www.linkedin.com/company/kickapps-corporation
CrossChx,https://www.linkedin.com/company/crosschx
SeatGeek,https://www.linkedin.com/company/seatgeek
Lending Club,https://www.linkedin.com/company/lending-club
Engine Yard,https://www.linkedin.com/company/engineyard
Quantcast,https://www.linkedin.com/company/quantcast
Datalogix,https://www.linkedin.com/company/datalogix-inc-
Honest Co. Has,https://www.linkedin.com/company/the-honest-company
Dwolla,https://www.linkedin.com/company/dwolla
DoubleDutch,https://www.linkedin.com/company/doubledutch
Perfecto Mobile,https://www.linkedin.com/company/perfecto-mobile
Twilio,https://www.linkedin.com/company/twilio-inc-
Twilio,https://www.linkedin.com/company/twilio-inc-
RainStor,https://www.google.com/url?q=https://us.linkedin.com/in/jamie-andrews-2b672b11&sa=U&ved=0ahUKEwjVppaXkoXWAhUnh1QKHVjlC2sQFggaMAE&usg=AFQjCNFKWSYaOwvyPcp9Wq6s_vQJGd_1tQ
Thismoment,https://www.linkedin.com/company/thismoment
Wonga,https://www.linkedin.com/company/wonga-com
ngmoco,https://www.google.com/url?q=https://www.linkedin.com/jobs/ngmoco%253A)-jobs&sa=U&ved=0ahUKEwjbkdWkkoXWAhVrxVQKHVWQCvEQFggaMAE&usg=AFQjCNHirERRXHoDUxQb4GEZqs_u-bl7ng
Visible Measures,https://www.linkedin.com/company/visible-measures
Harry?s,https://www.google.com/url?q=https://www.linkedin.com/company/harry-s-peterson-company&sa=U&ved=0ahUKEwjKhbCukoXWAhVBlFQKHa76AIkQFggWMAE&usg=AFQjCNE6Ws0KjHuOt5cd2KUMpyrFcgOfNw
Vuze,https://www.linkedin.com/company/vuze-camera
AppNexus,https://www.linkedin.com/company/appnexus
Color Genomics,https://www.linkedin.com/company/color-genomics
Descartes Labs,https://www.linkedin.com/company/descartes-labs
HourlyNerd,https://www.linkedin.com/company/hourlynerd
Databricks,https://www.linkedin.com/company/databricks
Cadre,https://www.google.com/url?q=https://www.linkedin.com/company/cadre-company-livelifesimply&sa=U&ved=0ahUKEwj2ucfOkoXWAhXFhFQKHa6GBwQQFggaMAE&usg=AFQjCNHLHO7Kgro08QjepmvVUzVbpQ8-Sw
Pendo,https://www.linkedin.com/company/pendo-io
ClassPass,https://www.linkedin.com/company/classpass
Entelo steps up its AI game with,https://www.google.com/url?q=http://usstory.net/techsci/technology/startups/entelo-steps-up-its-ai-game-with-20m-series-c/&sa=U&ved=0ahUKEwj0y__ckoXWAhVCwFQKHaJ5DrwQFggnMAE&usg=AFQjCNGbOjmelVdGNlpLKnPOfUCXwXpNrQ
Shopify,https://www.linkedin.com/company/shopify
ZeroFox,https://www.linkedin.com/company/zerofox
Breather,https://www.linkedin.com/company/breather
Clearpath,https://www.linkedin.com/company/clearpath-robotics
Orbital Insight,https://www.linkedin.com/company/orbital-insight-inc-
Ridibooks,https://www.linkedin.com/company/ridibooks
Sift Science,https://www.linkedin.com/company/sift-science
Classy,https://www.linkedin.com/company/stayclassy
VTS,https://www.linkedin.com/company/view-the-space
Jay-Z backed JetSmarter,https://www.linkedin.com/company/jetsmarter
Momenta,https://www.linkedin.com/company/momenta-pharmaceuticals
Canada?s Assent Compliance,https://www.linkedin.com/company/assent-compliance-inc
BrightFarms,https://www.linkedin.com/company/brightfarms
Snapsheet,https://www.linkedin.com/company/bodyshopbids-com
Gladly,https://www.linkedin.com/company/gladly-inc
Midokura,https://www.linkedin.com/company/midokura
Rubrik,https://www.linkedin.com/company/rubrik-inc
Silent Circle,https://www.linkedin.com/company/silent-circle
Flipboard,https://www.linkedin.com/company/flipboard-inc-
Rancher Labs,https://www.linkedin.com/company/rancher
Moglix,https://www.linkedin.com/company/moglix
Carbon,https://www.linkedin.com/company/carbon
Perfect World Buys C&C Media For,https://www.google.com/url?q=https://www.engadget.com/2011/05/31/perfect-world-acquires-cryptic-studios/&sa=U&ved=0ahUKEwj407nik4XWAhWmxlQKHSEdCqwQFggaMAE&usg=AFQjCNHESAKsYE3QpLy4HoSKTkep6Y-mzw
Rinse,https://www.linkedin.com/company/rinse
Xiaozhu,https://www.google.com/url?q=https://www.linkedin.com/in/xiaozhuzhao&sa=U&ved=0ahUKEwiP_vvqk4XWAhXBzlQKHZd9B5kQFggZMAE&usg=AFQjCNG2roOqgE2uW65m4DTfK-sblrtaGQ
Elevance,https://www.linkedin.com/company/elevance-renewable-sciences-inc-
Managed By Q,https://www.linkedin.com/company/managed-by-q
Postmates Picks Up,https://www.google.com/url?q=https://www.linkedin.com/pulse/everyones-skeptical-on-demand-companies-now-postmates-fairchild&sa=U&ved=0ahUKEwjat4f8k4XWAhWFxVQKHbkaB2EQFggaMAE&usg=AFQjCNGmBMATUJLv46t__iLlc4mW4sED4g
